id,price
100000,4824598.5
100001,4921669.5
100002,2887513.8
100003,2173839.8
100004,3272139.2
100005,2422871.5
100006,479602.66
100007,4094589.2
100008,3096220.2
100009,17261520.0
100010,6211965.0
100011,6729987.5
100012,5519206.0
100013,3322835.5
100014,4683169.5
100015,5464203.5
100016,4779908.0
100017,4463379.0
100018,11708440.0
100019,5092228.5
100020,1071435.1
100021,2177458.0
100022,2086116.0
100023,5445083.0
100024,2910168.8
100025,3034556.5
100026,4176870.2
100027,4910371.0
100028,2985262.5
100029,2219130.2
100030,5301662.5
100031,6365149.0
100032,2230531.0
100033,2470060.8
100034,13250408.0
100035,3411742.8
100036,5353726.0
100037,3013126.2
100038,4549799.5
100039,2556365.2
100040,3160224.0
100041,4538180.0
100042,1806532.9
100043,2605109.0
100044,7969912.0
100045,4539795.5
100046,2718661.0
100047,1347220.4
100048,4117174.0
100049,16881028.0
100050,5111988.5
100051,6112743.0
100052,2799840.0
100053,3065740.2
100054,4626455.0
100055,6851445.5
100056,10460978.0
100057,9206980.0
100058,14726114.0
100059,5951727.5
100060,5505452.5
100061,4100050.8
100062,6311118.5
100063,2156545.0
100064,23876908.0
100065,2839919.2
100066,1474290.1
100067,6274195.0
100068,3770461.0
100069,3206293.5
100070,1296280.5
100071,1995430.2
100072,3759124.2
100073,2527682.2
100074,5501588.0
100075,4832208.0
100076,3731278.5
100077,5252381.5
100078,6476563.0
100079,2373306.5
100080,4158077.5
100081,5041418.5
100082,2710602.5
100083,3768269.8
100084,11298200.0
100085,5668889.5
100086,5319984.5
100087,6034115.5
100088,3427785.2
100089,3128264.8
100090,2496099.8
100091,1750942.6
100092,2630258.5
100093,6887833.0
100094,2422098.2
100095,1385604.8
100096,5351093.0
100097,4944645.5
100098,1670984.8
100099,1058515.9
100100,4808144.0
100101,4447243.5
100102,2519834.5
100103,5084510.5
100104,4634657.0
100105,668867.7
100106,5605541.0
100107,3775649.2
100108,3952940.2
100109,2256010.8
100110,4351281.0
100111,3296542.0
100112,3539204.0
100113,2884415.8
100114,2955925.2
100115,8483642.0
100116,1575325.4
100117,1206584.2
100118,3964383.0
100119,4353473.5
100120,3717324.0
100121,7189862.0
100122,6233423.5
100123,8517204.0
100124,2823567.5
100125,6468759.0
100126,2362245.2
100127,16599820.0
100128,2712450.2
100129,18828656.0
100130,3437536.2
100131,5391271.5
100132,2815430.2
100133,6842370.0
100134,2095261.0
100135,7416772.0
100136,3321355.5
100137,3206509.2
100138,3319158.5
100139,5279084.0
100140,1059353.1
100141,2698713.5
100142,1814313.1
100143,2982507.2
100144,4539240.0
100145,8059081.0
100146,1876412.4
100147,3935343.2
100148,4354894.0
100149,2904413.8
100150,2237450.2
100151,4493259.0
100152,6117716.0
100153,3167960.2
100154,3060996.2
100155,3268318.2
100156,2413744.2
100157,1487191.0
100158,2376045.5
100159,8159336.0
100160,3348573.2
100161,5443734.0
100162,4505869.0
100163,3533105.0
100164,2526779.5
100165,2808607.5
100166,2173584.2
100167,6736402.5
100168,4413057.0
100169,3090726.0
100170,5484315.5
100171,1732272.4
100172,5289929.5
100173,1287081.8
100174,5519590.0
100175,3518188.2
100176,3158150.5
100177,2760427.0
100178,2739696.0
100179,2880902.2
100180,2738978.5
100181,5204675.0
100182,5721959.0
100183,3053213.2
100184,4781305.0
100185,1904485.4
100186,2755865.0
100187,8282520.0
100188,3630128.0
100189,3151969.5
100190,4229300.0
100191,5798897.5
100192,3515106.5
100193,8148676.0
100194,2310369.0
100195,5754121.5
100196,2846042.2
100197,3937902.2
100198,2489349.8
100199,12706302.0
100200,2729271.2
100201,6844758.5
100202,2697279.2
100203,7998355.0
100204,1609489.1
100205,2845255.8
100206,2699614.5
100207,19541916.0
100208,1149411.0
100209,7179433.5
100210,14254730.0
100211,3310675.2
100212,2252777.8
100213,1613085.4
100214,10792972.0
100215,6237880.0
100216,3692773.0
100217,5682344.0
100218,16260174.0
100219,5996872.0
100220,15507192.0
100221,2140763.2
100222,2466093.8
100223,3693103.8
100224,9919306.0
100225,3470132.0
100226,5071063.5
100227,2805906.0
100228,3357910.5
100229,5096458.0
100230,6783519.0
100231,2547518.2
100232,3244661.0
100233,4035529.8
100234,1989204.4
100235,4125188.8
100236,1594056.5
100237,2352305.8
100238,3429121.8
100239,6119379.5
100240,2782113.8
100241,4632012.0
100242,4464753.5
100243,3519278.8
100244,4785403.5
100245,4653092.0
100246,3312182.8
100247,3090774.2
100248,3975258.2
100249,3317854.2
100250,6313695.0
100251,11309700.0
100252,4477706.5
100253,5678576.5
100254,2071401.8
100255,1556282.4
100256,5090537.5
100257,6538256.0
100258,9526388.0
100259,5713023.5
100260,2867610.0
100261,4122600.0
100262,1031521.9
100263,4728497.5
100264,1401312.5
100265,5613564.5
100266,5887938.0
100267,3436216.8
100268,4885956.5
100269,9454882.0
100270,4456038.5
100271,1202452.5
100272,3160858.0
100273,4949475.5
100274,2221766.5
100275,5664580.5
100276,9436546.0
100277,6210704.0
100278,3111306.8
100279,6269911.0
100280,5220240.0
100281,7940722.0
100282,7190073.5
100283,1334686.1
100284,791493.44
100285,6035523.0
100286,4358084.0
100287,4466798.5
100288,2045905.5
100289,2480761.0
100290,8139135.5
100291,5355879.5
100292,7179684.5
100293,2112400.5
100294,5513317.5
100295,4779880.5
100296,1770989.5
100297,6935747.5
100298,1983604.5
100299,4504690.0
100300,2183084.0
100301,3924390.5
100302,4744675.0
100303,4706820.0
100304,11679894.0
100305,1766025.5
100306,3207378.2
100307,1743577.6
100308,11499832.0
100309,4317082.0
100310,1494736.2
100311,5052363.5
100312,3477691.2
100313,1818843.4
100314,9346624.0
100315,2357458.8
100316,4101222.5
100317,2405658.2
100318,6829943.0
100319,3080531.8
100320,2237137.8
100321,4849227.5
100322,2966597.0
100323,4427616.5
100324,3171836.8
100325,1605590.9
100326,3118443.0
100327,8519316.0
100328,4305460.0
100329,3187204.8
100330,1747666.0
100331,1660865.0
100332,5493072.0
100333,4817527.5
100334,2404664.8
